DELITO,CLASIFICACION DEL DELITO,COLONIA DEL HECHO,FECHA DE REGISTRO DEL DELITO,FECHA DEL HECHO DEL DELITO,HORA DEL HECHO DEL DELITO,MUNICIPIO
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,SANTA FE,15/02/19,14/02/19,22:42,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,ANEXA POSTAL,25/05/19,24/05/19,22:42,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),FLORES MAGON ,27/05/19,27/05/19,22:42,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),EL PIPILA,28/05/19,27/05/19,22:42,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,P-125,26/06/19,17/06/19,22:42,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LOS VENADOS,26/06/19,16/06/19,22:42,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,MARIANO MATAMOROS NORTE,18/07/19,17/07/19,22:42,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,LAGO SUR,28/08/19,27/08/19,22:42,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,DEL RIO PARTE ALTA,02/09/19,01/09/19,22:42,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,HUERTAS SECC V ,26/10/19,25/10/19,22:42,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RES BARCELONA,01/10/19,26/09/19,22:42,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),FRACC HCDA LAS DELICIAS,23/10/19,22/10/19,22:42,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,MADERO,15/11/19,14/11/19,22:42,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,CACHO,15/11/19,14/11/19,22:42,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),DIMESTEIN,24/04/19,23/04/19,22:43,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),LOMAS DEL MATAMOROS,30/05/19,29/05/19,22:43,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,NUEVA TIJUANA,11/06/19,01/06/19,22:43,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EJIDO CHILPANCINGO,09/07/19,25/06/19,22:43,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,SANTA FE,08/10/19,06/10/19,22:43,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LA JOYA,20/03/19,11/03/19,22:44,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,PLAYAS,03/02/19,02/02/19,22:44,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),EJIDO OJO DE AGUA,25/05/19,24/05/19,22:44,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,OBRERA,25/10/19,25/10/19,22:44,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,ZONA URBANA RIO TIJUANA,10/01/19,31/12/18,22:45,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),ZONA NORTE,07/02/19,06/02/19,22:45,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,LADERAS DE MONTERREY,21/02/19,20/02/19,22:45,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),LAS DELICIAS III,10/03/19,09/03/19,22:45,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,RESIDENCIAL SANTA FE,13/04/19,12/04/19,22:45,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),SANCHEZ TABOADA,19/03/19,18/03/19,22:45,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL VALLE,09/03/19,06/03/19,22:45,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,PLAYAS DE TIJUANA,21/04/19,20/04/19,22:45,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),GRANJAS FAMILIARES ,18/04/19,17/04/19,22:45,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,VILLA DEL CAMPO RES ,17/04/19,05/04/19,22:45,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,NUEVA TIJUANA,04/06/19,01/06/19,22:45,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LOMAS DE AGUA CALIENTE,24/06/19,22/06/19,22:45,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RIO TIJUANA TERCERA ETAPA,01/07/19,30/06/19,22:45,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LIBERTAD PARTE BAJA,23/07/19,21/07/19,22:45,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,PLANETARIO,14/08/19,13/08/19,22:45,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,RIO TIJUANA TERCERA ETAPA,03/09/19,01/09/19,22:45,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,RIO TIJUANA TERCERA ETAPA,09/09/19,06/09/19,22:45,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,MARIANO MATAMOROS NORTE,30/10/19,12/10/19,22:45,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,URBI QUINTA DEL CEDRO II,19/11/19,17/11/19,22:45,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,BUENOS AIRES SUR,29/11/19,27/11/19,22:45,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,GUTIERREZ OVALLE,11/12/19,09/11/19,22:45,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ANEXA 20 DE NOVIEMBRE,14/12/19,11/12/19,22:45,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),EL TECOLOTE II SECC,24/12/19,24/12/19,22:45,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL TECOLOTE,17/01/19,09/01/19,22:46,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,HACIENDA AGUA CALIENTE,31/03/19,30/03/19,22:46,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),LEANDRO VALLE,13/06/19,10/06/19,22:46,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),MARIANO MATAMOROS CENTRO,14/03/19,13/03/19,22:47,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),FRACC HCDA LAS DELICIAS,23/03/19,22/03/19,22:47,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,INSURGENTES,07/06/19,06/06/19,22:47,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,TOMAS AQUINO,09/10/19,08/10/19,22:47,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,PRIV DEL ROSARIO,25/11/19,07/11/19,22:47,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,ANEXA HERRERA,08/04/19,24/03/19,22:48,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,BUENOS AIRES,15/04/19,13/04/19,22:48,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,PRIV DEL ROSARIO,08/11/19,07/11/19,22:48,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL RUBI,09/02/19,08/02/19,22:49,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,LOS SANTOS,05/05/19,04/05/19,22:49,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL MAÑANA,22/05/19,02/05/19,22:49,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,CAMINO VERDE,09/07/19,26/06/19,22:49,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),SANCHEZ TABOADA PRODUTSA ,30/09/19,30/09/19,22:49,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,PLANETARIO,10/10/19,28/09/19,22:49,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,ZONA CENTRO,21/11/19,20/11/19,22:49,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,VILLEGAS,09/12/19,08/12/19,22:49,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,PRADERAS DE LA MESA,16/12/19,01/12/19,22:49,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LOMAS TAURINAS,30/01/19,21/01/19,22:50,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,BUENOS AIRES SUR,02/02/19,30/01/19,22:50,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,LOMAS DEL RIO,05/02/19,04/02/19,22:50,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LOPEZ MATEOS,12/02/19,01/02/19,22:50,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LAS DELICIAS III,20/02/19,19/02/19,22:50,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,VILLA FONTANA I,08/03/19,04/03/19,22:50,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),ALTIPLANO,21/03/19,20/03/19,22:50,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),TORRES DEL MATAMOROS,22/03/19,21/03/19,22:50,TIJUANA
ROBO SIMPLE,ROBO SIMPLE (EN VIA PUBLICA),RESIDENCIAL SANTA FE III,12/04/19,11/04/19,22:50,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,JUAREZ,29/04/19,15/04/19,22:50,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,INFONAVIT LA MESA,28/04/19,27/04/19,22:50,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,BUENOS AIRES,28/04/19,27/04/19,22:50,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,EMPERADORES,30/04/19,29/04/19,22:50,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,ZONA URBANA RIO TIJUANA,05/05/19,04/05/19,22:50,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,TECNOLOGICO,22/05/19,16/05/19,22:50,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,RIO TIJUANA TERCERA ETAPA,24/05/19,18/05/19,22:50,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,GUTIERREZ OVALLE,29/05/19,28/05/19,22:50,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,PORTICOS DE SAN ANTONIO,06/06/19,31/05/19,22:50,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,RIO TIJUANA TERCERA ETAPA,12/06/19,11/06/19,22:50,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,MADERO,30/06/19,29/06/19,22:50,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),CIUDAD INDUSTRIAL,13/07/19,13/07/19,22:50,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),EL PIPILA,13/07/19,12/07/19,22:50,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,RESIDENCIAL SANTA FE,31/07/19,30/07/19,22:50,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,EMILIANO ZAPATA,06/08/19,04/08/19,22:50,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,INFONAVIT CAPISTRANO,21/08/19,20/08/19,22:50,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),NIDO DE LAS AGUILAS,29/08/19,28/08/19,22:50,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,REAL DE SAN FRANCISCO,27/08/19,26/08/19,22:50,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),VILLA DEL SOL III,13/08/19,12/08/19,22:50,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),LAS TORRES ,30/09/19,30/09/19,22:50,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CARRETERA TIJUANA TECATE LIBRE,20/10/19,19/10/19,22:50,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),LA TORRES,17/10/19,16/10/19,22:50,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,PUERTA PLATA,09/11/19,08/11/19,22:50,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,MARIANO MATAMOROS CENTRO,11/11/19,07/11/19,22:50,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,GARITA DE OTAY,24/12/19,23/12/19,22:50,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),LOS ALAMOS,24/12/19,23/12/19,22:50,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,MORELOS,12/02/19,11/02/19,22:51,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),PEDREGAL DE SANTA JULIA,22/04/19,21/04/19,22:51,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),SANCHEZ TABOADA,25/09/19,24/09/19,22:51,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,EL DORADO RES,02/11/19,01/11/19,22:51,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,TERRAZAS DEL VALLE,02/02/19,30/01/19,22:52,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,BUENOS AIRES,24/04/19,05/04/19,22:52,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,CARRETERA LIBRE TIJUANA,20/06/19,19/06/19,22:52,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,PATRIMONIAL BENITO JUAREZ,09/08/19,30/07/19,22:52,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,AMERICAS ESTE Y OESTE,13/01/19,12/01/19,22:53,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EJIDO CHILPANCINGO,07/02/19,29/01/19,22:53,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,SAN LUIS,19/04/19,16/04/19,22:53,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,HIPODROMO,01/07/19,25/06/19,22:53,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,RESIDENCIAL DEL BOSQUE,04/09/19,03/09/19,22:53,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,ANEXA SANTA FE,24/10/19,14/10/19,22:53,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL CORTEZ,06/11/19,05/11/19,22:53,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,XICOTENCATL LEYVA  SAB,06/04/19,05/04/19,22:54,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,IGNACIO RAMIREZ,09/05/19,04/05/19,22:54,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),RESIDENCIAL DEL BOSQUE,06/11/19,05/11/19,22:54,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EJIDO CHILPANCINGO,30/01/19,29/01/19,22:55,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),TECNOLOGICO,02/02/19,01/02/19,22:55,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),EL TRIUNFO,27/04/19,26/04/19,22:55,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),EJIDO FRANCISCO VILLA,04/05/19,03/05/19,22:55,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,SAN LUIS,08/05/19,29/04/19,22:55,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),SANCHEZ TABOADA,13/05/19,13/05/19,22:55,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),JARDIN DORADO,22/05/19,21/05/19,22:55,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,URBIVILLA DEL PRADO 2,24/05/19,22/05/19,22:55,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,LOMAS DEL ENCINAL,24/06/19,23/06/19,22:55,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,GUAYCURA,01/08/19,23/07/19,22:55,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LA GLORIA,29/08/19,28/08/19,22:55,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,NIÑOS HEROES ESTE,21/08/19,07/08/19,22:55,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,OTAY,11/11/19,11/11/19,22:55,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),VILLA SANTA FE,10/11/19,09/11/19,22:55,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,MARIANO MATAMOROS CENTRO,09/07/19,08/07/19,22:56,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),PINOS DE AGUERO,16/11/19,15/11/19,22:56,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,PASEOS DEL VERGEL,03/09/19,01/09/19,22:57,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LOMAS DE LA PRESA,13/09/19,08/09/19,22:57,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EJIDO CHILPANCINGO,10/10/19,01/10/19,22:57,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EJIDO CHILPANCINGO,03/12/19,02/12/19,22:57,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),PRADERAS DE LA MESA,10/01/19,09/01/19,22:58,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,HACIENDA DE LOS ENCINOS,30/01/19,26/01/19,22:58,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LUNA PARK,28/02/19,27/02/19,22:58,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LIBRAMIENTO INSURGENTES,18/05/19,17/05/19,22:58,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,BUENOS AIRES NORTE,26/06/19,16/06/19,22:58,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),CAMINO VERDE,11/10/19,10/10/19,22:58,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,ZONA CENTRO,13/11/19,02/11/19,22:58,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),AGUAJE DE LA TUNA,20/12/19,19/12/19,22:58,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,FRACC HCDA LAS DELICIAS,18/07/19,12/07/19,22:59,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,CHULA VISTA,21/12/19,20/12/19,22:59,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LIBERTAD PARTE ALTA,01/01/19,31/12/18,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,CAÑADAS DEL FLORIDO,04/01/19,03/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,COLINAS DE CALIFORNIA,03/01/19,01/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,AMPLIACION GUAYCURA,04/01/19,03/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL PRADO,16/01/19,15/01/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,EJIDO ERENDIRA,12/01/19,02/12/18,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOMAS DE AGUA CALIENTE,08/01/19,23/12/18,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,DIVINA PROVIDENCIA,23/02/19,22/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,BENTON,20/01/19,18/01/19,23:00,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,VILLA CRUZ,15/01/19,06/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EJIDO CHILPANCINGO,15/01/19,13/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOMAS ENCANTADAS,16/01/19,15/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL MIRADOR,20/05/19,18/05/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,COLINAS DE CALIFORNIA,20/01/19,19/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,AMPLIACION GUAYCURA,22/01/19,21/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,REAL DE SAN FRANCISCO II,16/01/19,13/01/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,HIPODROMO,26/01/19,22/01/19,23:00,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,CHAPULTEPEC CALIFORNIA,28/01/19,27/01/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,TRES DE OCTUBRE,29/01/19,27/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,VILLA DEL CAMPO RES,15/01/19,13/01/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,ZONA CENTRO,29/01/19,27/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLA DEL REAL II,31/01/19,07/12/18,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,TRES DE OCTUBRE,31/01/19,30/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,EL TECOLOTE,31/01/19,30/01/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CAMINO VERDE,02/02/19,01/02/19,23:00,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,REAL DE SAN ANTONIO,13/02/19,04/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LIBERTAD,06/02/19,01/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LOMAS VIRREYES,07/02/19,06/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ANEXA BUENA VISTA,12/02/19,11/02/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,MARIANO MATAMOROS CENTRO,18/02/19,17/02/19,23:00,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),MARIANO MATAMOROS CENTRO,21/02/19,15/02/19,23:00,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,BUROCRATICA RUIZ CORTINEZ,15/02/19,08/02/19,23:00,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,VILLA DEL ALAMO,17/02/19,16/02/19,23:00,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,PASEOS DEL VERGEL,06/02/19,05/02/19,23:00,TIJUANA
